,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
333,Didier Pino,19,1720,90.52631579,173,67,27,6.46,1,0.05,0.13,0,0,0,0.1,0,0.67,0,0,1.6,1,0,24,0,0,0,0,0,0,0,0,0,0,0.05,0,Colombia (Categoría Primera A),0.94,107,0,0,0,0.0009302325581,€8K - €85K,46500
334,Jan Boller,12,794,66.16666667,185,71,22,6.85,1,0.11,0.5,0,0.19,0.34,0,0.34,0.92,0.28,0.34,107.5,0.73,0,7,1.25,12,0,0,0,0,0,0,0,0,4.65,0,Austria (Admiral Bundesliga),0.76,111,0,0,5.263157895,0.1353904282,€650K - €6.4M,3525000
335,Luuk Brouwers,13,1021,78.53846154,183,78,24,6.87,0,0,0.56,0,0.97,0.39,0.09,0.79,0.87,0.25,0,150,0.56,0,12,1.23,19,0,0,0,0,0,0,0,1,4.41,0,Holland (Eredivisie),0.65,113,0,0,0,0.1469147894,€700K - €7M,3850000
336,William Parra,44,3714,84.40909091,177,58,27,6.75,1,0.02,0.29,0,0.67,0.57,0.1,0.22,0.85,0.33,0.05,249.1,0.66,0,34,0.7,39,0,0,0,0,0,0,0,0,1.87,0,Colombia (Categoría Primera A),0.88,107,0,0,1.492537313,0.06707054389,€1.5K - €12K,6750
337,Iker Undabarrena,11,973,88.45454545,181,77,27,6.84,0,0,0.43,0,1.48,0.13,0,0.83,0.89,0.14,0.37,137.3,0.7,0,8,1.02,19,0,0,0,0,0,0,0,0,4.25,0,Portugal (Primeira Liga),0.67,116,0,0,0,0.1411099692,€75K - €750K,412500
338,Marco Fossati,20,1566,78.3,180,73,30,7.24,0,0,0.24,0,1.86,2.64,0.52,3.45,0.85,0.25,0.17,237.5,0.71,1,10,0.98,23,0,0,0,0,0,0,0,1,4.02,0,Croatia (Prva HNL),0.67,116,0,0,0,0.151660281,€180K - €1.8M,990000
339,William Cuesta,13,1195,91.92307692,195,87,29,6.99,0,0,0,0,0,0,0,0,0.61,0,0,6.9,0,0,0,0,0,0.98,0,-0.4,0,0,3,0,0,0,0,Colombia (Categoría Primera A),0,108,3,0,0,0.005774058577,€0 - €40K,20000
340,Pedro Augusto,15,1281,85.4,181,72,25,7.03,1,0.07,0.25,0,1.48,0.51,0.14,0.91,0.9,0.3,0.07,170.9,0.66,0,36,1.19,28,0,0,0,0,0,0,0,0,5.55,1,Portugal (Primeira Liga),0.96,122,0,0,0.6756756757,0.1334113973,€950K - €2.2M,1575000
341,António Ribeiro,11,990,90,180,68,18,6.97,0,0,0.2,0,0.04,0.22,0,0.18,0.84,1,0.09,111.4,0.85,1,6,2.64,132,0,0,0,0,0,0,0,0,15.91,1,Portugal (FPF Liga 3),0.56,89,0,0,0,0.1125252525,€160K - €1.6M,880000
342,Léo Andrade,16,1440,90,190,82,24,6.98,2,0.12,0.5,0,0.58,0,0,0.12,0.95,0,0,160.3,0.77,1,18,2.31,146,0,0,0,0,0,0,0,1,13.88,0,Portugal (Primeira Liga),1,127,0,0,3.448275862,0.1113194444,€2M - €4.5M,3250000
343,Anderson,16,1452,90.75,185,71,27,6.87,0,0,0,0,0.46,0.07,0,0.19,0.95,0,0.12,169.1,0.74,2,8,2.11,150,0,0,0,0,0,0,0,0,14.81,0,Portugal (Primeira Liga),0.77,114,0,0,0,0.1164600551,€55K - €550K,302500
344,Adrien Julloux,11,855,77.72727273,187,78,26,7.11,0,0,0,0,0.3,0.13,0.32,1.79,0.9,0.25,0.11,121.1,0.84,1,6,2.11,51,0,0,0,0,0,0,0,0,7.37,1,France (National 2 Groupe C),0.95,95,0,0,0,0.1416374269,€140K - €475K,307500
345,Vincent Viot,11,990,90,182,70,28,6.81,0,0,0,0,0,0,0,0.18,0.54,0,0,66.4,0,0,1,0,0,1.36,0,-0.05,5,3,15,0,0,0,0,France (National 2 Groupe C),0,100,23,0,0,0.06707070707,€18K - €180K,99000
346,Francesco Rapisarda,12,1080,90,178,64,30,6.82,0,0,0,0,0,0.1,0.08,1.42,0.86,0.37,0.17,142.2,0.76,3,14,3.08,42,0,0,0,0,0,0,0,0,6.5,2,Italy (Serie B),0.93,100,0,0,0,0.1316666667,€50K - €500K,275000
347,Carlos Henriques,11,938,85.27272727,185,82,29,6.92,0,0,0,0,0,0,0,0.48,0.53,0,0,58.6,0,0,0,0,0,1.44,0,-0.04,6,5,20,0,0,0,0,Portugal (Liga 3 Sul),0,106,31,0,0,0.06247334755,€16K - €150K,83000
348,Phillip Menzel,13,1017,78.23076923,192,85,24,7.54,0,0,0,0,0,0,0,0,0.55,0,0,25,0,0,0,0,0,0.62,0,-0.1,3,2,4,0,1,0,0,Austria (ADMIRAL 2. Liga),0,118,9,0,0,0.02458210423,€500K - €5.2M,2850000
349,Chahid el Allachi,11,990,90,175,69,18,7.18,0,0,0.17,0,0.31,0.27,0,1.55,0.92,0.44,0.36,135.2,0.65,0,10,1.09,17,0,0,0,0,0,0,0,2,4.73,1,Holland (Eerste Divisie),0.83,95,0,0,0,0.1365656566,€350K - €3.4M,1875000
350,Robin Pröpper,13,1116,85.84615385,190,80,29,7.05,1,0.08,0.22,0,1.88,0.55,0.16,0.24,0.95,0.5,0.16,127.8,0.84,2,13,3.71,100,0,0,0,0,0,0,0,1,11.53,0,Holland (Eredivisie),0.8,123,0,0,0.5319148936,0.114516129,€700K - €7M,3850000
351,Gilberto Sepúlveda,12,1080,90,180,78,23,7.24,2,0.17,0.43,0,0.66,0.1,0.08,0.08,0.91,0,0.08,80.1,0.82,0,13,1.67,60,0,0,0,0,0,0,0,0,8.83,1,Mexico (Liga BBVA MX),0.69,133,0,0,3.03030303,0.07416666667,€3.6M - €7.6M,5600000
352,Mikel Villanueva,14,1073,76.64285714,192,77,29,7.01,0,0,0,0,1.05,0.4,0,0.25,0.93,0.25,0.17,118.3,0.79,2,9,3.52,103,0,0,0,0,0,0,0,0,13.08,1,Portugal (Primeira Liga),1,125,0,0,0,0.1102516309,€400K - €3.9M,2150000
353,Maxime Etuin,16,1414,88.375,175,69,27,7.03,3,0.19,0.42,1,1.23,0.19,0.13,0.89,0.9,0.21,0.32,197.7,0.57,1,12,1.34,27,0,0,0,0,0,0,1,1,2.8,0,France (Ligue 2),1,100,0,0,2.43902439,0.1398161245,€95K - €950K,522500
354,Cristian Tassano,16,1440,90,187,80,26,6.93,1,0.06,0.33,0,0.24,0.08,0.06,0.19,0.92,0.33,0.06,166.7,0.77,4,14,3.25,166,0,0,0,0,0,0,0,1,14.06,0,Portugal (Primeira Liga),0.69,114,0,0,4.166666667,0.1157638889,€60K - €600K,330000
355,Charles Folly,15,1312,87.46666667,190,80,31,6.65,0,0,0,0,0,0,0,0.27,0.47,0,0,79.9,0,0,0,0,0,1.51,0,-0.01,13,8,31,0,1,0,0,France (Ligue 2),1,99,52,0,0,0.06089939024,€90K - €300K,195000
356,Mihael Žaper,22,1822,82.81818182,178,74,24,6.87,0,0,0.2,0,1.35,2.32,0.1,1.09,0.88,0.09,0.1,246.4,0.76,5,11,1.09,58,0,0,0,0,0,0,0,1,5.33,0,Croatia (Prva HNL),0.84,128,0,0,0,0.1352360044,€300K - €3M,1650000
357,Andreas Karo,16,1415,88.4375,190,77,26,6.88,0,0,0,0,1.86,0.35,0.19,0.7,0.91,0.23,0.83,173.8,0.72,4,17,2.35,86,0,0,0,0,0,0,0,1,9.29,4,Cyprus (A' Katigorías),0.84,107,0,0,0,0.1228268551,€30K - €300K,165000
358,Zdeněk Folprecht,16,1198,74.875,179,68,31,7.27,2,0.15,0.33,1,0.62,0.7,0.53,1.58,0.87,0.57,0.23,138.2,0.6,0,10,0.83,23,0,0,0,0,0,0,0.81,4,4.66,1,Italy (Lega Nazionale Dilettanti E),0.81,99,0,0,3.225806452,0.1153589316,€140K - €475K,307500
359,Simon Pontdemé,11,943,85.72727273,186,81,34,6.6,0,0,0,0,0,0,0,0.1,0.51,0,0,65.4,0,0,0,0,0,1.05,0,-0.08,4,1,9,0,0,0,0,France (National 2 Groupe B),0,99,14,0,0,0.06935312831,€70K - €230K,150000
360,Marko Malenica,12,1080,90,191,84,28,6.93,0,0,0,0,0,0.25,0,0.17,0.47,0,0,69.4,0,0,0,0.17,0,1.33,-8.06,-0.03,23,4,19,0,1,0,0,Croatia (Prva HNL),0.2,109,46,-5.70719603,0,0.06425925926,€0 - €85K,42500
361,Soni Mustivar,15,1226,81.73333333,175,77,32,6.9,1,0.07,0.2,0,0.84,0.29,0.22,0.88,0.92,0,0,162.7,0.82,0,20,1.25,44,0,0,0,0,0,0,0,1,4.55,0,France (National 3 Île-de-France),0.85,98,0,0,1.19047619,0.1327079935,€12K - €120K,66000
362,Zoran Arsenić,17,1530,90,187,75,28,6.93,2,0.12,0.4,0,0.14,0.06,0.12,0.47,0.86,0.23,0.88,118.9,0.69,0,20,1.12,31,0,0,0,0,0,0,0,0,3.94,1,Poland (Ekstraklasa),0.87,108,0,0,14.28571429,0.0777124183,€400K - €1.4M,900000
363,Tomás Araújo,11,990,90,188,81,20,7.17,0,0,0.2,0,1.11,0.18,0,0.36,0.95,0,0,120.7,0.89,3,6,2.09,111,0,0,0,0,0,0,0,0,13.36,2,Portugal (Liga Portugal 2),0.67,116,0,0,0,0.1219191919,€8.2M - €13.5M,10850000
364,Derik Osede,16,1356,84.75,182,75,29,7,0,0,0.17,0,1.15,0.07,0,0.33,0.94,0,0.13,160.7,0.7,5,11,2.99,147,0,0,0,0,0,0,0,0,13.94,1,France (Ligue 2),0.9,111,0,0,0,0.1185103245,€22K - €220K,121000
365,Lars Kramer,12,1019,84.91666667,192,86,23,7.1,0,0,0.29,0,2.27,0.18,0,0.09,0.94,0,0,112.8,0.8,2,11,2.21,102,0,0,0,0,0,0,0,1,14.13,1,Holland (Eerste Divisie),0.73,110,0,0,0,0.1106967615,€900K - €2.1M,1500000
366,André Teixeira,11,1027,93.36363636,180,73,29,6.36,0,0,0,0,0,0,0,0,0.81,0,0.18,22.3,0.71,0,13,0,20,0,0,0,0,0,0,0,0,3.07,0,Cyprus (A' Katigorías),1,109,0,0,0,0.02171372931,€45K - €450K,247500
367,Jakub Jugas,16,1425,89.0625,186,79,30,7.24,0,0,0.17,0,0.93,0.06,0,0.32,0.8,0.44,0.19,74.4,0.69,2,18,1.26,32,0,0,0,0,0,0,0,1,3.47,1,Poland (Ekstraklasa),0.57,112,0,0,0,0.05221052632,€150K - €1.5M,825000
368,Davide Barosi,15,1340,89.33333333,187,82,22,7.02,0,0,0,0,0,0,0,0.27,0.47,0,0,99.3,0,0,0,0,0,1.01,0,-0.03,12,12,15,0,1,0,0,Italy (Lega Nazionale Dilettanti E),0,111,39,0,0,0.07410447761,€200K - €650K,425000
369,Gerrit Nauber,12,1071,89.25,185,74,30,6.94,1,0.08,0.25,0,1.84,0.09,0,0.08,0.94,0,0.17,127.5,0.8,0,8,2.1,105,0,0,0,0,0,0,0,1,13.61,1,Holland (Eredivisie),0.78,111,0,0,0.5434782609,0.119047619,€800K - €8M,4400000
370,João Gamboa,16,1381,86.3125,187,73,26,6.98,0,0,0.25,0,0.77,0.99,0.26,0.46,0.93,0,0.2,192.5,0.73,0,21,0.65,25,0,0,0,0,0,0,0,0,6.97,1,Portugal (Primeira Liga),0.81,117,0,0,0,0.1393917451,€600K - €1.4M,1000000
371,Aslak Witry,11,974,88.54545455,178,74,26,6.81,0,0,0,0,0.89,0.65,0.09,1.94,0.89,0.25,2.68,141,0.7,0,17,2.86,26,0,0,0,0,0,0,0,0,7.48,4,Holland (Eredivisie),0.79,132,0,0,0,0.1447638604,€5.2M - €7.8M,6500000
372,Aymen Boutoutaou,13,987,75.92307692,169,63,21,6.75,1,0.09,0.32,0,3.31,0.09,0.18,1.37,0.85,0.47,0.91,146.4,0.43,0,26,1.28,10,0,0,0,0,0,0,0,0,5.11,1,France (Ligue 2),0.77,106,0,0,0.3021148036,0.1483282675,€100K - €1M,550000
373,Benjamin Karamoko,18,1583,87.94444444,187,77,27,6.92,0,0,0,0,0.57,0.18,0,0.17,0.92,0.5,0.23,187.4,0.83,5,18,2.33,162,0,0,0,0,0,0,0,0,13.82,1,Belgium (Pro League),0.67,108,0,0,0,0.1183828174,€20K - €190K,105000
374,Kôsuke Nakamura,13,1170,90,185,82,27,7.08,0,0,0,0,0,0,0,0.08,0.51,0,0,75.1,0,0,3,0,0,1.15,0,-0.02,10,11,35,0,3,0,0,Portugal (Primeira Liga),0,111,56,0,0,0.06418803419,€70K - €700K,385000
375,Yann Boé-Kane,15,1350,90,185,76,31,6.9,2,0.13,0.43,0,0.91,0.07,0.07,0.67,0.93,0.2,0,167.5,0.73,1,16,2.4,93,0,0,0,0,0,0,0,0,10.8,0,France (Ligue 2),0.81,107,0,0,2.197802198,0.1240740741,€30K - €325K,177500
376,Ousmane Kanté,15,1350,90,182,81,33,7.02,1,0.07,0.14,0,0.73,0,0.07,0.2,0.92,0.11,0.2,165,0.85,4,19,2.73,141,0,0,0,0,0,0,0,0,13.73,1,France (Ligue 2),0.88,103,0,0,1.369863014,0.1222222222,€28K - €275K,151500
377,Patrick William,16,1315,82.1875,185,78,25,7.06,1,0.07,0.25,0,1.51,0.42,0,0.68,0.92,0.45,0.34,164.9,0.82,2,19,3.9,115,0,0,0,0,0,0,0,1,12.39,4,Portugal (Primeira Liga),0.79,127,0,0,0.6622516556,0.1253992395,€550K - €5.4M,2975000
378,Gonçalo Tabuaço,12,1003,83.58333333,189,83,21,6.79,0,0,0,0,0,0,0,0.18,0.55,0,0,66.4,0,0,1,0,0,0.81,0,-0.04,4,10,19,0,2,0,0,Portugal (Liga Portugal 2),0,105,33,0,0,0.06620139581,€55K - €550K,302500
379,Emmanuel Ntim,11,930,84.54545455,179,72,26,7,0,0,0.15,0,1.32,0.12,0.19,1.26,0.91,0.18,1.06,129.3,0.72,2,13,3.29,56,0,0,0,0,0,0,0,1,8.71,1,France (National 2 Groupe C),1,110,0,0,0,0.1390322581,€170K - €1.7M,935000
380,Hugo Gomes,13,1170,90,187,82,27,7.09,0,0,0.13,0,0.74,0.09,0,0.08,0.93,0,0.15,135.7,0.87,0,15,2.46,118,0,0,0,0,0,0,0,2,14.46,2,Portugal (Liga Portugal 2),0.8,115,0,0,0,0.115982906,€65K - €650K,357500
381,Luciano Gómez,21,1829,87.0952381,163,66,26,6.66,0,0,0.13,0,0.59,0.05,0.1,0.84,0.87,0.12,1.28,182.9,0.61,1,34,1.92,47,0,0,0,0,0,0,0,0,4.18,4,Argentina (Liga Profesional),0.92,120,0,0,0,0.1,€230K - €2.3M,1265000
382,Opa Sanganté,11,1070,97.27272727,188,87,31,6.89,0,0,0.33,0,0.53,0.17,0.08,0.34,0.92,0.4,0.08,125.4,0.72,3,9,3.28,103,0,0,0,0,0,0,0,2,13.04,1,France (Ligue 2),0.83,105,0,0,0,0.1171962617,€40K,20002
383,Simone Della Latta,12,1110,92.5,186,83,29,6.88,0,0,0,0,0.94,0.53,0,0.16,0.96,0,0,130.3,0.74,2,9,3.49,121,0,0,0,0,0,0,0,0,14.03,1,Italy (Serie B),0.85,112,0,0,0,0.1173873874,€230K - €2.3M,1265000
384,Bruno Amione,11,888,80.72727273,186,82,20,7.11,0,0,0,0,0.1,0.11,0,0.2,0.91,0,0.1,102.9,0.89,1,4,3.75,104,0,0,0,0,0,0,0,1,14.59,0,Italy (Serie B),0.78,118,0,0,0,0.1158783784,€5.4M - €9M,7200000
385,Magnus Mattsson,12,828,69,174,63,23,6.94,2,0.22,0.47,0,1.87,0.22,0,1.3,0.86,0.26,1.09,122.4,0.55,0,4,1.74,11,0,0,0,0,0,0,0,0,4.78,1,Holland (Eerste Divisie),0.56,126,0,0,1.069518717,0.147826087,€5.4M - €7.4M,6400000
386,Leonard Zuta,29,2610,90,180,75,30,7.02,1,0.03,0.11,0,0.1,0,0.03,0.38,0.84,0.26,0.17,102,0.68,3,41,1.1,28,0,0,0,0,0,0,0,0,2.48,6,Norway (Eliteserien),0.85,117,0,0,10,0.03908045977,€130K - €1.3M,715000
387,Žiga Frelih,14,1093,78.07142857,197,84,24,6.73,0,0,0,0,0,0,0,0.08,0.44,0,0,74.8,0,0,0,0,0,1.56,0,-0.05,7,7,26,0,1,0,0,Portugal (Primeira Liga),0,126,40,0,0,0.06843549863,€475K - €1.6M,1037500
388,Hidemasa Morita,16,1368,85.5,177,74,27,7.21,0,0,0.22,0,0.21,0.36,0.33,0.92,0.93,0.16,0,180.2,0.61,0,12,0.92,31,0,0,0,0,0,0,0,1,3.36,0,Portugal (Primeira Liga),0.83,138,0,0,0,0.1317251462,€8.2M - €13.5M,10850000
389,Tesfaldet Tekie,13,1147,88.23076923,170,63,25,7.29,3,0.24,0.5,0,0.96,0.51,0.24,2.12,0.87,0.22,0.31,156.6,0.69,1,3,1.02,24,0,0,0,0,0,0,0,5,3.77,1,Holland (Eredivisie),0.55,121,0,0,3.125,0.1365300785,€1.2M - €12M,6600000
390,Maroine Mihoubi,12,1138,94.83333333,187,80,23,7.02,0,0,0.2,0,0.92,0,0.08,0.16,0.93,0,0.24,122.8,0.84,0,6,1.9,140,0,0,0,0,0,0,0,0,17.32,0,France (Ligue 2),0.83,98,0,0,0,0.1079086116,€55K - €550K,302500
391,Sonny Stevens,13,1110,85.38461538,195,95,30,7.25,0,0,0,0,0,0,0,0.08,0.53,0,0,76.3,0,0,0,0,0,0.81,0,-0.03,12,8,29,0,4,0,0,Holland (Eredivisie),0,112,49,0,0,0.06873873874,€130K - €1.3M,715000
392,Pedro Pacheco,13,1117,85.92307692,187,82,25,6.86,1,0.08,0.1,0,0.97,0.2,0,0.24,0.93,0,0,122.4,0.73,2,11,2.66,137,0,0,0,0,0,0,0,0,13.7,0,Portugal (Liga Portugal 2),0.82,108,0,0,1.030927835,0.1095792301,€35K - €325K,180000
393,Jackson Porozo,17,1530,90,193,85,22,6.92,2,0.12,0.2,0,1.49,0.2,0,0.06,0.94,0,0.12,186.7,0.83,1,19,2.12,158,0,0,0,0,0,0,0,2,14,0,Portugal (Primeira Liga),1,127,0,0,1.342281879,0.1220261438,€2.2M - €4.9M,3550000
394,Luís Silva,11,990,90,185,78,30,7.1,3,0.27,0.63,1,1.8,1.04,0.09,0.73,0.91,0.16,0,132.7,0.53,0,16,1.82,14,0,0,0,0,0,0,0.82,0,5.18,0,Portugal (FPF Liga 3),0.82,109,0,0,1.666666667,0.134040404,€250K - €850K,550000
395,Luís Silva,11,990,90,185,78,30,7.1,3,0.27,0.63,1,1.8,1.04,0.09,0.73,0.91,0.16,0,132.7,0.53,0,16,1.82,14,0,0,0,0,0,0,0.82,0,5.18,0,Portugal (FPF Liga 3),0.82,109,0,0,1.666666667,0.134040404,€160K - €1.6M,880000
396,Luís Silva,16,1440,90,184,81,23,6.86,1,0.06,0.5,0,1.12,0.25,0.12,0.12,0.94,0,0.12,145.9,0.68,0,12,1.94,159,0,0,0,0,0,0,0,1,13.88,2,Cyprus (A' Katigorías),0.92,105,0,0,0.8928571429,0.1013194444,€250K - €850K,550000
397,Luís Silva,16,1440,90,184,81,23,6.86,1,0.06,0.5,0,1.12,0.25,0.12,0.12,0.94,0,0.12,145.9,0.68,0,12,1.94,159,0,0,0,0,0,0,0,1,13.88,2,Cyprus (A' Katigorías),0.92,105,0,0,0.8928571429,0.1013194444,€160K - €1.6M,880000
398,Youssoupha Ndiaye,16,1418,88.625,189,84,25,6.85,0,0,0,0,0.22,0,0.06,0.19,0.92,0,0,151.9,0.77,2,15,2.54,149,0,0,0,0,0,0,0,0,13.2,2,France (Ligue 2),0.75,105,0,0,0,0.107122708,€110K - €350K,230000
399,Ilija Vukotić,11,913,83,191,76,23,6.88,1,0.1,0.22,0,0.61,0.82,0.1,0.69,0.91,0,0.2,127.9,0.7,0,16,0.49,17,0,0,0,0,0,0,0,1,6.6,0,Portugal (Primeira Liga),0.81,117,0,0,1.639344262,0.1400876232,€210K - €2.1M,1155000
400,Sébastien Salles-Lamonge,16,1346,84.125,170,67,26,7.15,3,0.2,0.59,0,2.15,0.33,0.47,1.27,0.92,0.15,0.13,179.3,0.53,0,8,1.14,29,0,0,0,0,0,0,1,6,3.28,0,France (Ligue 2),1,103,0,0,1.395348837,0.1332095097,€130K - €1.3M,715000
401,Niko Datkovic,11,979,89,190,82,29,6.73,0,0,0.33,0,0.39,0.09,0.09,0.18,0.93,0.14,0,118,0.71,0,9,2.85,87,0,0,0,0,0,0,0,0,12.78,0,Austria (Admiral Bundesliga),1,108,0,0,0,0.1205311542,€140K - €1.4M,770000
402,Djibril Diani,13,1122,86.30769231,195,85,24,7.13,0,0,0,0,0.46,0,0,0.16,0.91,0,0,105.3,0.84,3,16,2.73,83,0,0,0,0,0,0,0,0,10.19,1,Switzerland (Challenge League),0.85,104,0,0,0,0.09385026738,€120K - €1.2M,660000
403,Alessio Di Massimo,16,1409,88.0625,178,80,26,7.18,9,0.57,0.63,0,3.61,0.26,0.06,0.96,0.86,0,0.57,159.4,0.3,0,23,0.32,28,0,0,0,0,0,0,0,0,13.67,8,Italy (Lega Nazionale Dilettanti E),0.63,105,0,0,2.493074792,0.1131298793,€26K - €275K,150500
404,Felipe Curcio,12,976,81.33333333,185,75,29,6.83,0,0,0,0,0.24,0.23,0.18,0.55,0.95,0.04,0.65,129.9,0.72,1,18,3.32,36,0,0,0,0,0,0,0,0,6.36,1,Italy (Serie B),0.95,106,0,0,0,0.1330942623,€110K - €1.1M,605000
405,Tomás Domingos,12,883,73.58333333,176,75,23,7.07,0,0,0.4,0,0.19,0.61,0.1,0.61,0.93,0.38,0.41,118.7,0.75,3,7,3.57,67,0,0,0,0,0,0,0,2,9.38,0,Portugal (Liga Portugal 2),0.91,114,0,0,0,0.1344280861,€325K - €1.1M,712500
406,Ivanildo Fernandes,14,1292,92.28571429,193,75,26,6.93,0,0,0,0,0.12,0.24,0.07,0.28,0.92,0.5,0.07,142,0.72,3,16,2.09,135,0,0,0,0,0,0,0,1,14.56,0,Portugal (Primeira Liga),0.93,119,0,0,0,0.1099071207,€1.4M - €3.3M,2350000
407,Luiz Júnior,17,1530,90,192,97,21,7.12,0,0,0,0,0,0,0,0.18,0.39,0,0,107.7,0,0,0,0,0,0.88,0,-0.03,19,8,22,0,2,0,0,Portugal (Primeira Liga),0,126,49,0,0,0.07039215686,€475K - €4.8M,2637500
408,Antoine Batisse,11,894,81.27272727,186,87,27,6.95,1,0.1,0.4,0,0.44,0,0.1,0.3,0.95,0,0,98.1,0.88,0,12,3.22,85,0,0,0,0,0,0,0,1,15,1,France (Ligue 2),0.63,104,0,0,2.272727273,0.1097315436,€18K - €170K,94000
409,Paná,12,966,80.5,186,79,30,6.74,0,0,0.33,0,1.69,1.59,0.09,0.75,0.89,0.25,0.56,142.8,0.71,0,11,1.86,18,0,0,0,0,0,0,0,0,4.57,0,Portugal (Liga Portugal 2),0.81,104,0,0,0,0.147826087,€24K - €250K,137000
410,Bryan Passi,14,1085,77.5,189,78,25,6.74,0,0,0.25,0,0.52,0,0,0.17,0.95,1,0,124.3,0.82,4,16,2.49,124,0,0,0,0,0,0,0,0,13.69,1,France (Ligue 2),0.71,108,0,0,0,0.114562212,€20K - €210K,115000
411,Elton Monteiro,13,1170,90,192,82,28,7.14,1,0.08,0.13,0,0.61,0.38,0,0.15,0.93,0,0.08,131.4,0.85,4,8,3.15,115,0,0,0,0,0,0,0,1,14,0,Switzerland (Super League),0.77,112,0,0,1.639344262,0.1123076923,€160K - €1.6M,880000
412,Bruno Wilson,12,980,81.66666667,192,78,25,6.93,1,0.09,0.5,0,0.35,0.61,0,0.09,0.92,0,0.18,111.2,0.79,2,18,2.11,104,0,0,0,0,0,0,0,0,14.6,1,Portugal (Primeira Liga),0.86,119,0,0,2.857142857,0.1134693878,€160K - €1.6M,880000
413,Mato Miloš,11,985,89.54545455,175,70,29,6.68,0,0,0,0,0,0.33,0,1.1,0.89,0.36,0.27,135.2,0.77,3,20,2.01,55,0,0,0,0,0,0,0,0,6.67,1,Portugal (Liga Portugal 2),0.68,107,0,0,0,0.1372588832,€18K - €180K,99000
414,Simone Calvano,12,775,64.58333333,183,75,29,6.91,1,0.12,0.6,0,0.18,0,0,1.05,0.95,0,0.12,115.3,0.65,0,17,1.63,16,0,0,0,0,0,0,0,1,4.99,0,Italy (Serie B),0.91,103,0,0,5.555555556,0.1487741935,€130K - €1.3M,715000
415,Matija Horvat,12,956,79.66666667,180,80,23,6.53,0,0,0.5,0,0.44,0,0,0,0.94,1,0.09,104.4,0.79,1,8,1.98,99,0,0,0,0,0,0,0,0,13.18,1,Austria (Admiral Bundesliga),0.9,111,0,0,0,0.1092050209,€275K - €2.7M,1487500
416,Mica,13,1084,83.38461538,171,65,29,7.02,1,0.08,0.22,0,1.86,1.4,0.17,1.33,0.89,0.27,0.25,145.1,0.6,0,11,1.08,18,0,0,0,0,0,0,0.81,0,3.49,2,Portugal (Liga Portugal 2),0.81,107,0,0,0.5376344086,0.1338560886,€100K - €325K,212500
417,Zech Medley,12,1080,90,195,89,22,6.56,0,0,0.25,0,0.84,0,0.08,0.17,0.95,0,0.08,125.5,0.81,1,8,2.67,110,0,0,0,0,0,0,0,0,14.25,3,Belgium (Pro League),0.83,114,0,0,0,0.1162037037,€3.5M - €7.6M,5550000
418,Virgil Ghiţă,16,1440,90,186,80,24,7.3,0,0,0.29,0,0,0.06,0.25,0.5,0.82,0.29,0.06,72.8,0.82,1,22,1.19,27,0,0,0,0,0,0,0,2,2.75,0,Poland (Ekstraklasa),0.97,110,0,0,0,0.05055555556,€75K - €750K,412500
419,Alex Gersbach,14,1229,87.78571429,183,72,25,6.81,0,0,0.67,0,0.35,0,0.07,0.81,0.9,0.29,0.59,168.9,0.72,1,17,2.93,63,0,0,0,0,0,0,0,0,6.52,4,France (Ligue 2),0.94,114,0,0,0,0.1374288039,€24K - €230K,127000
420,Isaak Touré,12,1011,84.25,204,99,19,7.07,1,0.09,0.67,0,0.27,0.09,0,0.36,0.93,0.5,0.09,120.3,0.89,6,4,2.31,116,0,0,0,0,0,0,0,1,13.89,0,France (Ligue 2),1,114,0,0,3.703703704,0.1189910979,€400K - €3.9M,2150000
421,Rafael Brito,11,990,90,184,74,20,6.86,0,0,0.08,0,1.66,0.09,0.09,0.36,0.92,0,0,135.9,0.77,0,20,0.91,25,0,0,0,0,0,0,0,0,4.82,1,Portugal (Liga Portugal 2),0.83,110,0,0,0,0.1372727273,€6.2M - €10.5M,8350000
422,Zé Carlos,11,990,90,177,70,20,7.09,0,0,0.33,0,0.72,0.5,0.18,1,0.9,0.16,0.18,137.3,0.63,0,11,1,16,0,0,0,0,0,0,0,0,4.18,0,Portugal (FPF Liga 3),0.78,108,0,0,0,0.1386868687,€120K - €1.2M,660000
423,Mees Hoedemakers,12,957,79.75,178,68,24,7.01,0,0,0.11,0,1.25,2.44,0.09,0.85,0.89,0.36,0.09,135,0.73,0,11,0.94,16,0,0,0,0,0,0,0,0,6.02,1,Holland (Eredivisie),0.64,118,0,0,0,0.1410658307,€3.8M - €8.4M,6100000
424,Vitor Carvalho,15,1336,89.06666667,183,74,25,7.11,0,0,0.36,0,1.6,0.38,0.2,1.89,0.91,0.07,0.4,181.5,0.65,1,24,1.41,29,0,0,0,0,0,0,0,0,5.73,0,Portugal (Primeira Liga),0.96,124,0,0,0,0.1358532934,€2.2M - €5M,3600000
