user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
kermitsexgod,,"proud bacon consumer 
single and ready to mingle",2022-05-18 15:05:12,16,27,52,FALSE,2022-06-05 19:02:18,"gaming w the boyz

#KermitTheFrog #ENGvsNZ #RafaelNadal𓃵 #RafaelNadal #ITZY #insiders #ondo #PlatinumJubilee #Stopinsulting_ProphetMuhammad #FortniteSeason3 #Fortnite #GenshinImpact #highleague3 #HaneyvsKambosos #HAPPYHAECHANDAY #HAECHAN #Jubilee #VegasPete #blackchully #BTS https://t.co/8I2UXCtp26","['KermitTheFrog', 'ENGvsNZ', 'RafaelNadal𓃵', 'RafaelNadal', 'ITZY', 'insiders', 'ondo', 'PlatinumJubilee']",Twitter Web App,FALSE
عَبْدُالرَّحْمَٰن السَّمْرَهْ,"İstanbul, Türkiye",لا غالب إلّا الله,2016-02-23 17:14:48,763,1036,5326,FALSE,2022-06-05 19:01:29,"No one think about #RolandGarros2022 in the presence of #RafaelNadal𓃵 💪
Congrats legend ❤️❤️ https://t.co/Uw2IgRM0ko","['RolandGarros2022', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Haribabu Gorle,"Hyderabad, India",,2015-01-01 15:35:16,689,680,5778,FALSE,2022-06-05 19:01:23,"Anyone better than #RafaelNadal𓃵 ?  

Show me a player who was such consistent for such a long time with running injuries? 

Show me a player who is as determined as #RafaelNadal and has won 22 slams? 

#FrenchOpen 
 #RolandGarros 

 #Nadal https://t.co/U4pkCD14aC",['RafaelNadal𓃵'],Twitter for Android,FALSE
Dr. Jimmy Sawtelle,"Alexandria, Louisiana","Serving as Chancellor of @goCLTCC😺. Husband, Dad, & Dodger fan. Proud to call Alexandria & Cenla home. Proud Alum of @nsula.",2013-03-14 14:10:36,1813,1093,31979,FALSE,2022-06-05 19:01:16,"I have followed tennis since ‘75 (and have a penchant for fiery lefties…) I totally love how the major tournaments honor their Champions, even @rodlaver encouraging @RafaelNadal to go for the Grand Slam. #RafaelNadal𓃵 I hope I work half as hard as you. #VamosRafa https://t.co/1wEXnqdHor",,Twitter for iPhone,FALSE
Alexandra Lunness 💙 #FBPE,,"mum, works commercial TV, love art, photography,literature, nature, music, tennis, cycling& sunshine, pro EU, NHS, fair & compassionate society, unity, kindness",2012-09-24 18:26:10,2367,3302,25946,FALSE,2022-06-05 19:00:41,"Trophy back where it belongs, 14 French Opens, 22 slams, GOAT, love him 🏆❤️ #RafaelNadal𓃵 https://t.co/bSL4UgelhM",['RafaelNadal𓃵'],Twitter for Android,FALSE
Fauck Trump,Wakanda,#Democrat #ProChoice #NEPatriots #ClimateChange #ACA #BLM #BidenHarris #StopPutin #StopAsianHate #IStandWithUkraine 🇨🇻 🇺🇸,2013-10-01 11:20:37,840,1863,64667,FALSE,2022-06-05 19:00:12,Simply amazing! #RafaelNadal𓃵 https://t.co/g3gn7ZLpf8,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Raghav Saxena,,The world shall know pain,2019-04-30 21:00:56,59,165,6689,FALSE,2022-06-05 19:00:01,"Absolute beast this man is @RafaelNadal. One-sided match, entirely dominated by him. #RafaelNadal𓃵 #RolandGarros https://t.co/I8Sjn8UeTR","['RafaelNadal𓃵', 'RolandGarros']",Twitter Web App,FALSE
Joseph Merrell,St Austell,"I am huge chelsea fan, perhaps excessive at times!",2011-08-12 10:34:49,57,582,12057,FALSE,2022-06-05 18:59:38,"#KingRafa what a player, the undisputed king of clay, so happy he is champion again, just wow! #RolandGarros #RafaelNadal𓃵","['KingRafa', 'RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Arnab Seal,"Kolkata, India",Sports journalist with the Times of India. Views expressed are personal.,2019-06-11 11:45:30,210,450,29634,FALSE,2022-06-05 18:59:38,Quite a transformation indeed! #RolandGarros #RafaelNadal𓃵 https://t.co/Okiwz4py2X https://t.co/4dxq8akUK7,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Shubham Borade-Patil,"संभाजीनगर, महाराष्ट्र ","One Man, Multiple Minds 🧠 | स्वाभिमानी मराठा 🚩| अभिमानी भारतीय 🇮🇳 | Sports Enthusiast 🏏 🎾 ⚽ |",2015-03-11 3:42:40,265,464,20366,FALSE,2022-06-05 18:59:33,"Rafa, The Man 🔥

#RafaelNadal𓃵 #GOAT #FrenchOpen https://t.co/V7UboQAPLa","['RafaelNadal𓃵', 'GOAT', 'FrenchOpen']",Twitter for Android,FALSE
Tanzeel Hussain,"Jasola Vihar, New Delhi",Indian 🇮🇳,2017-04-18 11:46:03,48,264,5062,FALSE,2022-06-05 18:59:24,"Paris 2022:

Champions League ✅🤍
Roland Garros ✅🤍
Ballon D’or ⏳🤍

Madridismo taking over Paris 🤍

#RafaelNadal𓃵 #RealMadrid","['RafaelNadal𓃵', 'RealMadrid']",Twitter for iPhone,FALSE
Rohan Bopanna,"Bangalore, India","Professional Tennis player |Grand Slam Winner.  Instagram rohanbopanna0403,                        For any enquiries, contact sharba@merakiconnect.com",2009-04-21 21:19:29,367839,462,1726,TRUE,2022-06-05 18:58:04,French open final should be played on Saturday and the winner to play Rafa on Sunday 🙂... #14 #RafaelNadal𓃵 #kingofclay,"['RafaelNadal𓃵', 'kingofclay']",Twitter for Android,FALSE
Millesime93,,Rafa Nadal lover amongst other things,2013-04-26 14:28:43,54,172,3094,FALSE,2022-06-05 18:57:45,"Rafa is such a sweetie, he insisted on taking pictures with the ballboys before going to the press #RafaelNadal𓃵 #RolandGarros2022 #RolandGarros #campeon #VamosRafa https://t.co/yAzBTKMOFR",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Encrypted Layman 🍁,"Johannesburg, South Africa",Born in Tehreek/ Proud Kashmiri 🍁/ Software Engineer/ Asp. Cricket Writer/  Full-time Cricket Geek/ Man city 💙/ Forca Barca 💜/ Arg FA 💙,2020-06-30 13:53:52,57,32,1127,FALSE,2022-06-05 18:57:17,"Don't know for how much longer we will see Nadal play let us cherish his presence as long as he is playing, we will probably never get to see any other player like him for a long long time!

22  Grand Slams and counting 

#FrenchOpen2022 #RafaelNadal𓃵",,Twitter for Android,FALSE
Sourit Sanyal,"New Delhi | Bangalore, Kolkata","I majorly talk Sports | Journalist for @boomlive_in | Alumna: AUD ‘20, Christ ‘22 | Previously @ndtv @TimesInternet",2017-08-15 7:08:23,48,151,1168,FALSE,2022-06-05 18:57:11,"@RafaelNadal winning his 14th #RolandGarros  in times where winning 14 Grand Slams itself is an unparalleled achievement. Tally now goes to 22 🏆🎾 A generational moment to witness.

#RafaelNadal𓃵 #elrey #rafa22",['RolandGarros'],Twitter for iPhone,FALSE
Andel,1 Peter 5:7,,2009-07-07 13:22:51,444,2960,30038,FALSE,2022-06-05 18:56:41,@rogerfederer  your baby won number 14 #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Arun,,Have fun,2019-11-17 5:36:30,7,59,64,FALSE,2022-06-05 18:56:03,"Congratulations #RafaelNadal𓃵 on winning #FrenchOpen2022. Well deserved win, hard luck #casperrudd https://t.co/9ysvgCShXL","['RafaelNadal𓃵', 'FrenchOpen2022', 'casperrudd']",Twitter for iPhone,FALSE
Vicki_designer,Tamil nadu,C R E A T O R,2012-11-23 16:43:58,20,100,656,FALSE,2022-06-05 18:55:49,"Highest title winner
14 French open titles
22 Total Grand slams 
99ATP single titles
History written by @RafaelNadal congrats #RafaelNadal𓃵 @RafaelNadalFC #RolandGarros #FrenchOpen2022 #Nadal #Wimbledon #Tennis #Rafael_Nadal #RafaelNadal14 #RafaelNadal https://t.co/4HyuVyJHQv",,Twitter for Android,FALSE
Durgesh Nikam,"Pune, India",,2016-03-28 14:43:45,51,119,145,FALSE,2022-06-05 18:55:45,"DON RAFAEL NADAL PARERA
#22GrandSlams 
#14thRolandGarros
And the love story continues for rafa and Paris with yet another chapter. An unequivocal GOAT gives another reason to why he's the king. RELENTLESS
#RafaelNadal𓃵 https://t.co/IwcUve6dR4","['22GrandSlams', '14thRolandGarros']",Twitter for Android,FALSE
Aditya आदित्य آدتیہ,India,Ancora Imparo,2012-01-02 14:02:28,42,350,1770,FALSE,2022-06-05 18:55:38,"It gets repetitive, we run out of superlatives to describe your greatness but the wonder that you truly are seems mythical at times. It’s an absolute privilege and honor to watch your craft. Thank you for being you. #RafaelNadal𓃵 @RafaelNadal #22GrandSlams #GOAT https://t.co/5p10Fdhftq",,Twitter for iPhone,FALSE
Nick Heys,"Gourock, Scotland",Fool. Welsh Fool 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿,2012-04-24 15:11:29,409,233,13505,FALSE,2022-06-05 18:55:11,#RafaelNadal𓃵 now has as many #FrenchOpen Grand Slam wins as Pete Sampras has Grand Slams - He was previously the record holder with 14,"['RafaelNadal𓃵', 'FrenchOpen']",Twitter for iPhone,FALSE
Vicki_designer,Tamil nadu,C R E A T O R,2012-11-23 16:43:58,20,100,656,FALSE,2022-06-05 18:54:55,"Highest title winner
14 French open titles
22 Total Grand slams 
99ATP single titles
History written by @RafaelNadal congrats #RafaelNadal𓃵 @RafaelNadalFC #RolandGarros #FrenchOpen2022 #Nadal #Wimbledon #Tennis #Rafael_Nadal #RafaelNadal14 #RafaelNadal https://t.co/QshcBhjjj4",,Twitter for Android,FALSE
Neeraj,Earth,"Earthling. Balance is my bias. guided by logic, mostly; empathy, always.",2009-06-09 19:54:23,42,51,4448,FALSE,2022-06-05 18:54:24,"@NorthwoodsLstnr Forget all that, let's celebrate. Our hero is victorious. Not that anything else was expected, still the 22nd calls for a special celebration. 

Salute!! To his health &amp; for Wimbledon &amp; US open, all in 22. It seems to be a good year afterall. No?
24 here comes #RafaelNadal𓃵",,Twitter for Android,FALSE
Rubal Rajput,अपनी दुनया मे मस्त,"💯FOLLOWBACK 💯
STUDENT📝
📖H/SS nagseni
SOCAILWORKER♨️
🏘️JK17 BOY
CRICKET LOVER🏏
MEDIUM FAMILY👨‍👩‍👧‍👧
STUDY FAST 4G♦️
 SMOKE ❌
DREAM UPSC/JKPSC CRACK 💥",2020-08-19 11:40:07,491,39,116,FALSE,2022-06-05 18:54:20,"Fab 4 Test centuries at 2021 start:

1. Virat Kohli - 27.
2. Steven Smith - 26.
3. Kane Williamson - 24.
4. Joe Root - 17.

Fab 4 Test centuries now:

1. Smith - 27.
2. Kohli - 27.
3. Root - 26*.
4. Williamson - 24
#RolandGarros 
#RafaelNadal𓃵 
#hindutva_against_kshatriya",,Twitter Web App,FALSE
NL-NieuwsOnline.NL,The Netherlands,"Nieuws online de nieuwssite waar al het nieuws samenkomt!    Altijd het laatste nieuws uit binnenland en buitenland, sportnieuws, en opmerkelijk nieuws.",2014-03-29 20:06:42,12124,11720,89,FALSE,2022-06-05 18:54:16,Trending #Gino #codegeel #buitenhof #schipholchaos #MotoGP #PlatinumJubilee #Nadal #highleague3 #RafaelNadal𓃵 #RollandGarros #HaneyvsKambosos #FortniteSeason3 #BrightWinxDongDongDong https://t.co/8t3TPvaCkR,"['Gino', 'codegeel', 'buitenhof', 'schipholchaos', 'MotoGP', 'PlatinumJubilee', 'Nadal', 'highleague3', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Andel,1 Peter 5:7,,2009-07-07 13:22:51,444,2960,30038,FALSE,2022-06-05 18:54:07,So #novakdjokovic is really not going to congratulate Rafa? Nole has never shown this much bitterness before #RolandGarros #RafaelNadal𓃵 https://t.co/GCTVbKCImy,['novakdjokovic'],Twitter for iPhone,FALSE
Veera Reddy,Hyderabad,"Head of HR, Cigniti Technologies. Air Force Veteran. IIMI.
Work, Cricket, Squash, Movies and Travel.",2010-01-02 9:05:03,251,104,264,FALSE,2022-06-05 18:53:59,"More than 22 grand slams, 14 titles at Roland Garros is going to remain insurmountable @RafaelNadal 
#FrenchOpen #RolandGarros
#RafaelNadal𓃵
https://t.co/T6yjynuNvc",['FrenchOpen'],Twitter for Android,FALSE
Tabark.A.Y,"Yalova, Turkey",Sois toi- même 🔆,2019-03-16 12:06:46,20,58,387,FALSE,2022-06-05 18:52:58,#RolandGarros #RafaelNadal𓃵 congratulations 🎊 https://t.co/7MvCjQLf90,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
CSD Čartel,United States,I know when you lying to me!,2012-06-18 19:32:17,359,660,2216,FALSE,2022-06-05 18:51:04,Johnny Depp New Heat still going crazy after winning that case #juicemanriley #15Million #HEWON #JOHNNYDEPPWINS #FortniteSeason3 #Gino #Jubilee #HAPPYHAECHANDAY #RafaelNadal𓃵 #HaneyvsKambosos https://t.co/mDiX8nqZKB,"['juicemanriley', '15Million', 'HEWON', 'JOHNNYDEPPWINS']",Twitter for iPhone,FALSE
Muhammad Waqas Ahmed 🇵🇰,"Karachi, Pakistan",,2010-02-08 12:22:51,341,16,10109,FALSE,2022-06-05 18:51:01,"Goat of #clay
#RafaelNadal𓃵
#RolandGarros","['clay', 'RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
RimZi🌵مدريديستا,Lebanon,لا تجادلني في حب الريال إذهب وشجّع من تشاء واتركني مدريدية اليوم وغدًا وإلى الأبد دائمًا وأبدا |هلا مدريد| ١٤🏆🤍🇱🇧,2017-05-29 21:47:01,111,209,5012,FALSE,2022-06-05 18:50:47,"Great things happen to good people 👌🏻
#RolandGarros 
#RafaelNadal𓃵 
#RealMadrid https://t.co/tuNPP6nggc","['RolandGarros', 'RafaelNadal𓃵', 'RealMadrid']",Twitter for iPhone,FALSE
Swappy's Life,"Mumbai, India","I have mastered the art of travelling for food. I'm a travel & food blogger, photographer, fitness, sports, fashion & life enthusiast. #RafaNadal is ❤️",2020-10-06 6:52:08,71,245,2381,FALSE,2022-06-05 18:50:19,"@RafaelNadal with a @rolandgarros trophy.

#RafaelNadal𓃵 #FrenchOpen2022 https://t.co/LkcWxxOED6","['RafaelNadal𓃵', 'FrenchOpen2022']",Twitter for Android,FALSE
Srinivas G 🇮🇳,"Bengaluru, India",Thamizhan Indian 🇮🇳,2019-06-21 3:13:05,14,54,190,FALSE,2022-06-05 18:50:14,#RafaelNadal𓃵  that's the tweet https://t.co/UFnBasZXUT,['RafaelNadal𓃵'],Twitter for Android,FALSE
ChiCkoo,Mumbai,Human...in making!,2009-12-24 6:46:26,594,1118,12928,FALSE,2022-06-05 18:50:07,Undisputed king of clay. Inspiration and a wonderful sportsman. @RafaelNadal Take a bow man ! #RafaelNadal𓃵 #FrenchOpen2022,"['RafaelNadal𓃵', 'FrenchOpen2022']",Twitter for Android,FALSE
abhishek sharma 🇮🇳,india,"सेवा परमो धर्मः✋🏻🇮🇳 
▪️Geologist 
▪️Investor
▪️Analyst",2020-05-07 5:20:48,166,61,883,FALSE,2022-06-05 18:50:02,"Rafael nadal did it once again !! If victory had a face it must look like this man. Greatest of all time and will be counted as a legend forever!!

 #RafaelNadal𓃵 #RafaelNadal #NadalDjokovic #RollandGarros @rollandgarros https://t.co/oJuE5ouaue",,Twitter Web App,FALSE
Varun,"Amritsar , India ","An Avid traveler,Compulsive Explorer,Extra loquacious,Amateur Entrepreneur,Realistic Dreamer. Majors in Business Economics now Experimenting with World markets.",2009-09-29 17:40:14,2203,161,145097,FALSE,2022-06-05 18:49:55,"King of clay , king of day #RafaelNadal𓃵 https://t.co/9fqlsq9Vs0",['RafaelNadal𓃵'],Twitter for Android,FALSE
CloudNine Sports,World Wide,"Get updated as we bring to your finger tips all trending sports gist, and utmost football! ⚽

📧 sportscloudnine@gmail.com",2019-04-03 11:51:44,4874,3692,17984,FALSE,2022-06-05 18:49:50,"✍️ History Well Written 🇪🇸 

🏆 28th May: Real Madrid wins their 14th Champions League in Paris.

🏆 5th June: Rafael Nadal wins his 14th #FrenchOpen in Paris.

#RafaelNadal𓃵 #HalaMadrid #UCL #RolandGarros! https://t.co/uwxMUulbAD",,Twitter for Android,FALSE
Sarah,"California, USA",⚽️ Sports Enthusiast ✏️ Lifestyle Blogger 📍San Diego • Los Angeles,2010-10-17 20:28:44,5398,300,388,FALSE,2022-06-05 18:49:42,I am so happy for @RafaelNadal #RolandGarros #RafaelNadal𓃵,"['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Phetru 🔍,"Monterrey, NL",| Creator of the global shrinking hype | Commisions: Mail | For any inquiries: twitter@phetru.com |,2010-07-09 3:31:01,6836,4768,72409,FALSE,2022-06-05 18:49:21,"🎾 R A F A E L   N A D A L 🎾

14 Roland Garros titles for Rafa Nadal. 🏆 

The King of Clay. 👑 

👉🏽 @RafaelNadal 

#RolandGarros | #RafaelNadal𓃵 | #RafaelNadal | #NadalRuud | #Nadal | #Phetru🔍 https://t.co/1MGbE7aSBr",,Twitter for iPhone,FALSE
Renata Czinkotai 💙🌹,London,"Storyteller fundraiser trainee Crone, child of 2 nations in crisis. Head of Business Devt @RefugeeAction Trustee @PublicLawProject. She/her  ""If not now, when?”",2018-06-22 21:38:12,1152,1744,48120,FALSE,2022-06-05 18:49:04,"All that needs saying …  #RafaelNadal𓃵 ❤️

#RolandGarros2022 https://t.co/nPdIwvRQdq","['RafaelNadal𓃵', 'RolandGarros2022']",Twitter for iPhone,FALSE
Arnab Seal,"Kolkata, India",Sports journalist with the Times of India. Views expressed are personal.,2019-06-11 11:45:30,210,450,29634,FALSE,2022-06-05 18:48:36,"Not taking anything away from any of his opponents but after Rafa won against Djokovic the way he did, it would have been rather shocking if he didn't win the title #RolandGarros #RafaelNadal𓃵",,Twitter for Android,FALSE
Ankur Mishra,"Gurgaon, India","Entrepreneur By Day, Writer by Night! Traveler, Tea Lover! @foreantech
Building @Kavishala: One stop platform for literary minds.
Ex @urbancompany_UC @Microsoft",2010-03-21 6:40:18,6827,552,10149,TRUE,2022-06-05 18:48:33,King #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
Lakshmanan Raman,"Chennai, India","Growth @vmakerHQ • Building @dinomarketers • Tweets on Marketing, saas, growth, and ⚽",2012-01-09 9:01:10,585,407,6505,FALSE,2022-06-05 18:48:21,"Legacy continues 
Since 2005 🐐
 #RafaelNadal𓃵 #FrenchOpen https://t.co/FMYtAwGDpt","['RafaelNadal𓃵', 'FrenchOpen']",Twitter for iPhone,FALSE
MA11 🇮🇳,"Bengaluru South, India","🇮🇳🇺🇸🇫🇷🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🇩🇪🏴󠁧󠁢󠁷󠁬󠁳󠁿🇧🇪🇳🇱
| #MUFC | Mentally misunderstood|
|No tears left to cry| |perpetual overthinker|",2013-10-19 18:39:35,219,527,51366,FALSE,2022-06-05 18:48:11,"@YUVSTRONG12 @RafaelNadal All. HAIL. THE. KING 👑. 
#RafaelNadal #RafaelNadal𓃵 #RafaNadal #RolandGarros2022 
#NadalRuud https://t.co/fv3yI3k5xl","['RafaelNadal', 'RafaelNadal𓃵', 'RafaNadal', 'RolandGarros2022']",Twitter for Android,FALSE
Nina Virk,Birmingham,"LiverBird 
- You'll Never Walk Alone
- #JusticeForJohnnyDepp",2011-05-11 6:53:46,46,181,688,FALSE,2022-06-05 18:46:39,"#RafaelNadal𓃵
The Greatest of all Time. https://t.co/ufS9BcuFD1",['RafaelNadal𓃵'],Twitter for Android,FALSE
ZimSportLive,"Harare, Zimbabwe",Zimbabwe's premier sports news website,2021-09-19 6:10:08,291,737,415,FALSE,2022-06-05 18:46:25,UNDISPUTED GOAT: Nadal wins 14th Roland Garros title https://t.co/IatNAXRp3W via @ZimsportLive #RafaelNadal𓃵 #RolandGarros,"['RafaelNadal𓃵', 'RolandGarros']",Twitter Web App,FALSE
Kiran swaero Cherukupalli,Kodad,Music,2017-12-15 4:16:48,1334,264,3444,FALSE,2022-06-05 18:45:58,"Became all time great #RafaelNadal𓃵  congratulations my hero #RafaelNadal
#RollandGarros 
@RSPraveenSwaero https://t.co/kXcbrK9RXN","['RafaelNadal𓃵', 'RafaelNadal', 'RollandGarros']",Twitter for Android,FALSE
IDRIS,,REALTOR | The personification of nothing less than GENIUS,2013-07-13 21:09:39,591,269,1591,FALSE,2022-06-05 18:45:54,"Rafa usually wins psychological warfare against most of his opponents, you can see them giving their all just to win a set but he won’t budge. And once that happens it’s mostly plain sailing for him because they’re already demoralized. #14 #RafaelNadal𓃵",,Twitter for iPhone,FALSE
ty,Planet Earth,"engineer, libertarian",2022-02-21 19:52:41,13,100,81,FALSE,2022-06-05 18:45:51,"Top 5 Most Grand Slam titles in tennis history:

1- 🇪🇸 Nadal (22)
2- 🇨🇭 Federer (20)
3- 🇷🇸 Djokovic (20)
4- 🇺🇸 Sampras (14)
5- 🇸🇪 Borg (11)

#RolandGarros #Historic
#RafaelNadal𓃵",,Twitter for iPhone,FALSE
Abhishek Kumar,,"Another so called Engineer | Wannabe Traveller
@RafaelNadal |  @ThiemDomi |  @DaniilMedwed  @iga_swiatek | @imVkohli
Breaking Bad | FRIENDS | GOT  
Mahabharata",2018-12-12 10:10:18,20,918,15725,FALSE,2022-06-05 18:44:51,Didn't age well 😂 #RafaelNadal𓃵 https://t.co/djDdvVzABD,['RafaelNadal𓃵'],Twitter Web App,FALSE
Akhilesh Singh Patel,"Pratapgarh,(Up)",छात्र संघ प्रदेश अध्यक्ष (SNS),2021-02-21 17:24:36,711,3385,3432,FALSE,2022-06-05 18:43:50,"Congratulations @RafaelNadal 🎾 🏆
22nd Grand Slam at the age of 36 is an incredible achievement. G.O.A.T 🐐 #RafaelNadal𓃵 
@Akhiles08296649 https://t.co/jFvfyR1VH3",,Twitter for Android,FALSE
..,"القاهرة, مصر",,2022-04-27 2:30:07,1110,1674,421,FALSE,2022-06-05 18:43:38,"Fantastic, Wales. First World Cup finals since 1958
#walesvukraine 
#Bale
#Wales
#Ukraine #WorldEnvironmentDay
#Nadal
#RafaelNadal𓃵
#RafaelNadal

#Wales https://t.co/2u2UyAVB9L","['walesvukraine', 'Bale', 'Wales', 'Ukraine', 'WorldEnvironmentDay']",Twitter for Android,FALSE
